FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2003,2004,2005,2008,2010,2012,2014,2016,2018,2020,2022,2024
A,Annual,ITA,Italy,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.4993,0.49726,0.48124,0.53891,0.49143,0.66966,0.67473,0.64691,0.6771,0.7932,0.786,0.90167
A,Annual,JAM,Jamaica,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.12722,0.1985,0.20078,0.29451,0.28195,0.26675,0.27533,0.31926,0.3941,0.5151,0.5658,0.72963
A,Annual,JOR,Jordan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0887,0.09654,0.09714,0.16933,0.18063,0.27165,0.31035,0.34584,0.4406,0.554,0.4681,0.64992
A,Annual,JPN,Japan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.62632,0.60862,0.585,0.62319,0.52417,0.64599,0.85533,0.82771,0.8406,0.9223,0.9147,0.95091
A,Annual,KAZ,Kazakhstan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.06206,0.06266,0.06377,0.13062,0.17969,0.35546,0.57488,0.56677,0.5723,0.7024,0.752,0.92353
A,Annual,KEN,Kenya,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.02052,0.01875,0.01866,0.04647,0.06368,0.12122,0.1612,0.18081,0.1901,0.3402,0.4305,0.59015
A,Annual,KGZ,Kyrgyz Republic,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03721,0.03666,0.03977,0.04746,0.09175,0.19034,0.38013,0.31225,0.3418,0.5902,0.6637,0.88154
A,Annual,KHM,Cambodia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00443,0.00535,0.00598,0.02032,0.0297,0.08141,0.20745,0.24862,0.3132,0.5466,0.5605,0.76094
A,Annual,KIR,Kiribati,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.02586,0.02587,0.02532,0.01813,0.01482,0.04686,0.06654,0.06649,0.0773,0.1241,0.253,0.35438
A,Annual,KNA,St. Kitts and Nevis,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.24847,0.26354,0.25616,0.27367,0.4295,0.56477,0.63209,0.53015,0.6825,0.708,0.8293,0.86745
A,Annual,KOR,"Korea, Rep.",UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.67542,0.66642,0.67127,0.68864,0.63902,0.83559,0.93503,0.85296,0.8496,0.9684,0.9674,0.9917
A,Annual,KWT,Kuwait,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.22623,0.22959,0.26936,0.27769,0.25239,0.41787,0.5862,0.74295,0.7394,0.7858,0.7774,0.99883
A,Annual,LAO,Lao PDR,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0068,0.01067,0.00741,0.02092,0.03291,0.09976,0.16177,0.15366,0.2246,0.2383,0.282,0.53382
A,Annual,LBN,Lebanon,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.18756,0.1758,0.1857,0.19298,0.19646,0.27281,0.40298,0.49114,0.5219,0.4123,0.4907,0.64246
A,Annual,LBR,Liberia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00329,0.00309,0.00319,0.00634,0.01892,0.04772,0.0763,0.10408,0.1036,0.1411,0.1115,0.12379
A,Annual,LBY,Libya,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04306,0.05192,0.05731,0.11702,0.11255,0.37433,0.32809,0.42912,0.3353,0.3459,0.1601,0.9639
A,Annual,LCA,St. Lucia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.1763,0.17842,0.17366,0.26761,0.351,0.38136,0.40004,0.40942,0.411,0.5302,0.5683,0.6498
A,Annual,LIE,Liechtenstein,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.31915,0.37269,0.36372,0.52159,0.54118,1.0,0.74682,0.72929,0.8389,1.0,1.0,0.99064
A,Annual,LKA,Sri Lanka,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03641,0.03426,0.03589,0.06562,0.10812,0.19223,0.23412,0.24453,0.3136,0.5289,0.5483,0.79359
A,Annual,LSO,Lesotho,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.01085,0.01185,0.01347,0.02994,0.03999,0.0499,0.11785,0.17867,0.2468,0.4497,0.3836,0.46427
A,Annual,LTU,Lithuania,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.21798,0.23755,0.2528,0.40925,0.44132,0.57652,0.56968,0.62619,0.6293,0.8249,0.8636,0.96309
A,Annual,LUX,Luxembourg,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.66031,0.65137,0.64393,0.73362,0.71375,0.86437,0.87225,0.81898,0.7964,0.9072,0.9462,0.98876
A,Annual,LVA,Latvia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32083,0.30583,0.38052,0.37406,0.37621,0.50509,0.62367,0.58311,0.6188,0.8399,0.8378,0.96597
A,Annual,MAR,Morocco,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.06067,0.06066,0.06368,0.13491,0.17688,0.2772,0.33499,0.3429,0.3697,0.58,0.6676,0.88273
A,Annual,MCO,Monaco,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.44,0.37081,0.50208,0.60854,0.69614,0.93703,1.0,1.0,1.0,0.8639,0.8794,0.91711
A,Annual,MDA,Moldova,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11989,0.08493,0.11381,0.15321,0.19332,0.35861,0.42355,0.48501,0.4787,0.5683,0.576,0.8118
A,Annual,MDG,Madagascar,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00653,0.00698,0.00754,0.01052,0.03008,0.05199,0.04879,0.05144,0.0499,0.1096,0.182,0.15178
A,Annual,MDV,Maldives,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.06875,0.07852,0.0748,0.19593,0.28859,0.35993,0.39516,0.43703,0.5159,0.5981,0.5845,0.78856
A,Annual,MEX,Mexico,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.13212,0.14319,0.14911,0.19569,0.21614,0.31042,0.31393,0.31143,0.4173,0.591,0.63,0.83101
A,Annual,MHL,Marshall Islands,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0404,0.0414,0.04159,0.04533,0.04174,0.04246,0.0448,0.08492,0.1037,0.1247,0.1236,0.30473
A,Annual,MKD,North Macedonia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11149,0.12614,0.1237,0.23135,0.38042,0.4135,0.45207,0.46928,0.4859,0.6442,0.6417,0.75459
A,Annual,MLI,Mali,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00511,0.00509,0.00595,0.01709,0.02907,0.06447,0.13501,0.21492,0.2074,0.3546,0.4398,0.44323
A,Annual,MLT,Malta,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.4602,0.45551,0.44125,0.39114,0.48627,0.7192,0.76834,0.69916,0.7657,0.9232,0.9245,0.97466
A,Annual,MMR,Myanmar,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00256,0.00382,0.00395,0.00388,0.00449,0.0,0.00836,0.06551,0.2565,0.5234,0.6082,0.66618
A,Annual,MNE,Montenegro,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.02402,0.33108,0.53746,0.54814,0.52215,0.6059,0.7366,0.7868,0.92291
A,Annual,MNG,Mongolia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04025,0.19018,0.06794,0.09114,0.10363,0.17583,0.27138,0.28411,0.3602,0.6135,0.6973,0.93741
A,Annual,MOZ,Mozambique,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00436,0.00498,0.00565,0.02058,0.02501,0.04426,0.05449,0.09929,0.1398,0.1293,0.1537,0.06321
A,Annual,MRT,Mauritania,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.02724,0.02551,0.02778,0.05897,0.07981,0.11232,0.16256,0.15365,0.1878,0.3886,0.4648,0.58239
A,Annual,MUS,Mauritius,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.19566,0.17206,0.17615,0.2423,0.26469,0.32959,0.44061,0.45957,0.5435,0.6677,0.7588,0.91586
A,Annual,MWI,Malawi,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0048,0.00462,0.00527,0.00685,0.01811,0.03211,0.04837,0.04845,0.0834,0.1394,0.1815,0.18862
A,Annual,MYS,Malaysia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.29162,0.30235,0.30479,0.30222,0.34375,0.45098,0.44546,0.43975,0.5647,0.7634,0.7945,0.98618
A,Annual,NAM,Namibia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.05576,0.0579,0.06776,0.08187,0.12191,0.13851,0.27187,0.26686,0.3299,0.5447,0.5133,0.72879
A,Annual,NER,Niger,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00545,0.00519,0.00685,0.00356,0.01165,0.02927,0.03851,0.05575,0.0795,0.0737,0.14,0.15783
A,Annual,NGA,Nigeria,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.01293,0.0126,0.01433,0.04919,0.05937,0.12696,0.19045,0.19582,0.1883,0.3534,0.3886,0.48355
A,Annual,NIC,Nicaragua,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0333,0.03058,0.0348,0.0685,0.07571,0.11942,0.16924,0.21088,0.2825,0.3812,0.4287,0.58512
A,Annual,NLD,Netherlands,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.71018,0.69969,0.68153,0.81402,0.7666,0.83421,0.81751,0.75173,0.7758,0.9276,0.962,0.97151
A,Annual,NOR,Norway,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.77364,0.77608,0.68225,0.73749,0.68303,0.78704,0.81328,0.72764,0.7131,0.9034,0.9102,0.96539
A,Annual,NPL,Nepal,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00639,0.00632,0.00634,0.0119,0.02268,0.05969,0.16843,0.16745,0.2413,0.4691,0.5123,0.76529
A,Annual,NRU,Nauru,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03474,0.05115,0.04946,0.05558,0.0,0.16996,0.21585,0.2448,0.3033,0.4738,0.4768,0.58634
A,Annual,NZL,New Zealand,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.61251,0.61193,0.6021,0.58509,0.56478,0.73176,0.75057,0.71364,0.7455,0.9207,0.8896,0.87281
A,Annual,OMN,Oman,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.13225,0.13504,0.13845,0.15587,0.20917,0.39417,0.48725,0.51471,0.5399,0.6967,0.8012,0.96739
A,Annual,PAK,Pakistan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.02555,0.02765,0.02383,0.05396,0.07709,0.12385,0.11743,0.12989,0.1529,0.2437,0.3122,0.47453
A,Annual,PAN,Panama,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.09473,0.08887,0.09801,0.12463,0.22019,0.44075,0.45713,0.42023,0.4543,0.6488,0.6603,0.8523
A,Annual,PER,Peru,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11076,0.10706,0.10909,0.13734,0.1789,0.25854,0.2718,0.26892,0.3913,0.578,0.6267,0.83638
A,Annual,PHL,Philippines,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.06421,0.08713,0.08404,0.10058,0.11153,0.20822,0.24508,0.37909,0.3547,0.5838,0.5638,0.75544
A,Annual,PLW,Palau,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.2546,0.28023,0.35922,0.36841,0.3346,0.3745,0.3735,0.49096
A,Annual,PNG,Papua New Guinea,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03055,0.032,0.03017,0.0221,0.02283,0.04106,0.05296,0.07393,0.0875,0.1233,0.143,0.18513
A,Annual,POL,Poland,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.24784,0.27875,0.2901,0.34814,0.33737,0.49211,0.56182,0.58568,0.5805,0.8005,0.8348,0.96034
A,Annual,PRK,"Korea, Dem. People's Rep.",UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.01073,0.00611,0.00569,0.00908,0.0,0.01122,0.01725,0.03628,0.0327,0.0127,0.0508,0.17452
A,Annual,PRT,Portugal,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.49007,0.42199,0.42825,0.42153,0.4189,0.60281,0.60943,0.58379,0.6617,0.7948,0.8201,0.89791
A,Annual,PRY,Paraguay,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.07409,0.07434,0.07062,0.10554,0.1433,0.19684,0.22361,0.25439,0.3507,0.5435,0.5989,0.79468
A,Annual,QAT,Qatar,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.30755,0.29653,0.31162,0.35494,0.31684,0.4513,0.58786,0.60408,0.6797,0.8233,0.8203,0.99634
A,Annual,ROU,Romania,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.14914,0.16488,0.1889,0.2992,0.30927,0.42322,0.43854,0.45329,0.5471,0.7586,0.7954,0.89224
A,Annual,RUS,Russian Federation,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.18495,0.18521,0.19472,0.24815,0.27651,0.65834,0.6413,0.60913,0.6219,0.7723,0.8053,0.95118
A,Annual,RWA,Rwanda,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00328,0.00353,0.00354,0.00639,0.02034,0.06142,0.08284,0.1084,0.1733,0.2931,0.3209,0.37235
A,Annual,SAU,Saudi Arabia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11928,0.13859,0.14454,0.211,0.40313,0.43232,0.55227,0.57334,0.5339,0.8442,0.8735,0.98411
A,Annual,SDN,Sudan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03995,0.04734,0.02931,0.06638,0.07107,0.07248,0.18466,0.18613,0.178,0.2844,0.3199,0.43922
A,Annual,SEN,Senegal,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0267,0.02877,0.0275,0.05585,0.07107,0.1283,0.16437,0.19581,0.224,0.4358,0.5025,0.73285
A,Annual,SGP,Singapore,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.66595,0.66303,0.64477,0.58534,0.63863,0.69229,0.87927,0.84141,0.8019,0.8899,0.8758,0.98806
A,Annual,SLB,Solomon Islands,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.02243,0.02178,0.02056,0.01866,0.01898,0.01983,0.10084,0.11498,0.1285,0.2106,0.1988,0.18109
A,Annual,SLE,Sierra Leone,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00513,0.00567,0.00557,0.00377,0.01792,0.03948,0.08211,0.12163,0.1597,0.259,0.2639,0.25851
A,Annual,SLV,El Salvador,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.08191,0.07652,0.09063,0.13884,0.1923,0.26376,0.31975,0.32646,0.381,0.5085,0.5618,0.75264
A,Annual,SMR,San Marino,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.64046,0.65987,0.64823,0.59884,0.53296,0.6794,0.63577,0.61276,0.7075,0.8153,0.811,0.94912
A,Annual,SOM,Somalia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00225,0.00643,0.00726,0.01444,0.0122,0.00895,0.02588,0.06649,0.0586,0.0939,0.1074,0.14324
A,Annual,SRB,Serbia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.13426,0.13124,0.14173,0.21002,0.26946,0.47006,0.46814,0.54344,0.6208,0.62,0.7865,0.92206
A,Annual,SSD,South Sudan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.07248,0.01411,0.05341,0.0262,0.0652,0.0,0.05473
A,Annual,STP,Sao Tome and Principe,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0538,0.07052,0.07967,0.07365,0.0827,0.13736,0.13976,0.15469,0.3053,0.3015,0.3218,0.48394
A,Annual,SUR,Suriname,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11756,0.11196,0.11477,0.16002,0.12131,0.35781,0.39678,0.41161,0.4595,0.5482,0.7089,0.87141
A,Annual,SVK,Slovak Republic,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.29409,0.27908,0.31756,0.37415,0.42118,0.5147,0.52963,0.55036,0.5964,0.7988,0.8328,0.89851
A,Annual,SVN,Slovenia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.51284,0.49841,0.47617,0.52886,0.50259,0.65093,0.61925,0.58774,0.6232,0.7853,0.8239,0.91072
A,Annual,SWE,Sweden,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.84563,0.85999,0.83952,0.78415,0.75222,0.8225,0.88656,0.81339,0.7835,0.9625,0.958,0.98679
A,Annual,SWZ,Eswatini,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03695,0.04148,0.04556,0.05841,0.06123,0.1125,0.16288,0.16012,0.1772,0.3539,0.355,0.78511
A,Annual,SYC,Seychelles,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.24119,0.24546,0.23428,0.30108,0.30369,0.40368,0.47206,0.46243,0.5008,0.6925,0.8198,0.89126
A,Annual,SYR,Syrian Arab Republic,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03768,0.04294,0.04577,0.09233,0.12085,0.19515,0.19924,0.2087,0.2532,0.3804,0.3581,0.44256
A,Annual,TCD,Chad,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00154,0.00194,0.00225,0.00748,0.01822,0.02913,0.04146,0.04755,0.0669,0.089,0.1191,0.11945
A,Annual,TGO,Togo,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03376,0.03264,0.03128,0.03636,0.04532,0.07444,0.08359,0.10439,0.1353,0.2532,0.2848,0.24736
A,Annual,THA,Thailand,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11689,0.11586,0.12987,0.15099,0.1746,0.23608,0.28428,0.41175,0.5338,0.7004,0.7338,0.94101
A,Annual,TJK,Tajikistan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04565,0.0414,0.04219,0.01723,0.06145,0.14744,0.23062,0.18658,0.2254,0.3496,0.377,0.58098
